text,location,device,command,input_text,location_encoded,device_encoded
,厨房,灯,1,打开厨房的灯吗,3.0,1.0
,厨房,灯,1,可以打开厨房的灯行吗,3.0,1.0
,厨房,灯,1,麻烦打开厨房的灯行吗,3.0,1.0
,厨房,灯,1,打开厨房的灯,3.0,1.0
,厨房,灯,1,可以打开厨房的灯好吗,3.0,1.0
,厨房,灯,1,请打开厨房的灯,3.0,1.0
,厨房,灯,1,能否打开厨房的灯好吗,3.0,1.0
,厨房,灯,1,打开厨房的灯一下,3.0,1.0
,厨房,灯,1,能否打开厨房的灯,3.0,1.0
,厨房,灯,1,打开厨房的灯，吗,3.0,1.0
,厨房,灯,1,能否打开厨房的灯一下,3.0,1.0
,厨房,灯,1,麻烦打开厨房的灯吗,3.0,1.0
,厨房,灯,1,可以打开厨房的灯一下,3.0,1.0
,厨房,灯,1,请打开厨房的灯好吗,3.0,1.0
,厨房,灯,1,帮我打开厨房的灯一下,3.0,1.0
,厨房,灯,1,麻烦打开厨房的灯,3.0,1.0
,厨房,灯,1,请打开厨房的灯行吗,3.0,1.0
,厨房,灯,1,可以打开厨房的灯吗,3.0,1.0
,厨房,灯,1,帮我打开厨房的灯好吗,3.0,1.0
,厨房,灯,1,请打开厨房的灯一下,3.0,1.0
,厨房,灯,1,请打开厨房的灯吗,3.0,1.0
,厨房,灯,1,打开厨房的灯好吗,3.0,1.0
,厨房,灯,1,麻烦，打开厨房的灯,3.0,1.0
,厨房,灯,1,打开厨房的灯，行吗,3.0,1.0
,厨房,灯,1,帮我打开厨房的灯吗,3.0,1.0
,厨房,灯,1,能否打开厨房的灯行吗,3.0,1.0
,厨房,灯,1,可以，打开厨房的灯,3.0,1.0
,厨房,灯,1,帮我，打开厨房的灯,3.0,1.0
,厨房,灯,1,帮我打开厨房的灯,3.0,1.0
,厨房,灯,0,能否厨房的灯关闭好吗,3.0,1.0
,厨房,灯,0,厨房的灯关闭，好吗,3.0,1.0
,厨房,灯,0,厨房的灯关闭好吗,3.0,1.0
,厨房,灯,0,麻烦厨房的灯关闭吗,3.0,1.0
,厨房,灯,0,请厨房的灯关闭,3.0,1.0
,厨房,灯,0,能否厨房的灯关闭行吗,3.0,1.0
,厨房,灯,0,厨房的灯关闭吗,3.0,1.0
,厨房,灯,0,可以厨房的灯关闭行吗,3.0,1.0
,厨房,灯,0,厨房的灯关闭，吗,3.0,1.0
,厨房,灯,0,麻烦，厨房的灯关闭,3.0,1.0
,厨房,灯,0,请厨房的灯关闭好吗,3.0,1.0
,厨房,灯,0,能否厨房的灯关闭一下,3.0,1.0
,厨房,灯,0,可以，厨房的灯关闭,3.0,1.0
,厨房,灯,0,厨房的灯关闭一下,3.0,1.0
,厨房,灯,0,请厨房的灯关闭行吗,3.0,1.0
,厨房,灯,0,帮我，厨房的灯关闭,3.0,1.0
,厨房,灯,0,能否厨房的灯关闭,3.0,1.0
,厨房,灯,0,厨房的灯关闭,3.0,1.0
,厨房,灯,0,帮我厨房的灯关闭吗,3.0,1.0
,厨房,灯,0,麻烦厨房的灯关闭,3.0,1.0
,厨房,灯,0,帮我厨房的灯关闭一下,3.0,1.0
,厨房,灯,0,请厨房的灯关闭一下,3.0,1.0
,厨房,灯,0,麻烦厨房的灯关闭行吗,3.0,1.0
,厨房,灯,0,请，厨房的灯关闭,3.0,1.0
,厨房,灯,0,能否厨房的灯关闭吗,3.0,1.0
,厨房,灯,0,麻烦厨房的灯关闭好吗,3.0,1.0
,厨房,灯,0,可以厨房的灯关闭,3.0,1.0
,厨房,灯,0,可以厨房的灯关闭好吗,3.0,1.0
,厨房,灯,0,可以厨房的灯关闭吗,3.0,1.0
,厨房,灯,0,可以厨房的灯关闭一下,3.0,1.0
,厨房,灯,0,厨房的灯关闭行吗,3.0,1.0
,厨房,灯,0,厨房的灯关闭，一下,3.0,1.0
,厨房,灯,0,能否，厨房的灯关闭,3.0,1.0
,厨房,灯,0,帮我厨房的灯关闭行吗,3.0,1.0
,厨房,灯,0,请厨房的灯关闭吗,3.0,1.0
,厨房,灯,0,帮我厨房的灯关闭,3.0,1.0
,厨房,灯,0,厨房的灯关闭，行吗,3.0,1.0
,厨房,灯,0,帮我厨房的灯关闭好吗,3.0,1.0
,厨房,灯,0,麻烦厨房的灯关闭一下,3.0,1.0
,厨房,灯,0,可以关闭厨房的灯行吗,3.0,1.0
,厨房,灯,0,请关闭厨房的灯,3.0,1.0
,厨房,灯,0,关闭厨房的灯，好吗,3.0,1.0
,厨房,灯,0,请，关闭厨房的灯,3.0,1.0
,厨房,灯,0,关闭厨房的灯好吗,3.0,1.0
,厨房,灯,0,帮我关闭厨房的灯一下,3.0,1.0
,厨房,灯,0,帮我关闭厨房的灯行吗,3.0,1.0
,厨房,灯,0,可以，关闭厨房的灯,3.0,1.0
,厨房,灯,0,能否关闭厨房的灯好吗,3.0,1.0
,厨房,灯,0,关闭厨房的灯,3.0,1.0
,厨房,灯,0,麻烦关闭厨房的灯好吗,3.0,1.0
,厨房,灯,0,请关闭厨房的灯一下,3.0,1.0
,厨房,灯,0,请关闭厨房的灯行吗,3.0,1.0
,厨房,灯,0,关闭厨房的灯吗,3.0,1.0
,厨房,灯,0,关闭厨房的灯行吗,3.0,1.0
,厨房,灯,0,帮我，关闭厨房的灯,3.0,1.0
,厨房,灯,0,能否，关闭厨房的灯,3.0,1.0
,厨房,灯,0,请关闭厨房的灯好吗,3.0,1.0
,厨房,灯,0,能否关闭厨房的灯行吗,3.0,1.0
,厨房,灯,0,帮我关闭厨房的灯吗,3.0,1.0
,厨房,灯,0,帮我关闭厨房的灯,3.0,1.0
,厨房,灯,0,能否关闭厨房的灯一下,3.0,1.0
,厨房,灯,0,可以关闭厨房的灯好吗,3.0,1.0
,厨房,灯,0,可以关闭厨房的灯吗,3.0,1.0
,厨房,灯,0,关闭厨房的灯一下,3.0,1.0
,厨房,灯,0,能否关闭厨房的灯吗,3.0,1.0
,厨房,灯,0,能否关闭厨房的灯,3.0,1.0
,厨房,灯,0,请关闭厨房的灯吗,3.0,1.0
,厨房,灯,0,麻烦关闭厨房的灯吗,3.0,1.0
,厨房,灯,0,麻烦关闭厨房的灯行吗,3.0,1.0
,厨房,灯,0,可以关闭厨房的灯一下,3.0,1.0
,厨房,灯,0,麻烦，关闭厨房的灯,3.0,1.0
,厨房,灯,0,麻烦关闭厨房的灯一下,3.0,1.0
,厨房,灯,0,麻烦关闭厨房的灯,3.0,1.0
,厨房,灯,0,帮我关闭厨房的灯好吗,3.0,1.0
,厨房,灯,0,关闭厨房的灯，吗,3.0,1.0
,厨房,灯,0,关闭厨房的灯，一下,3.0,1.0
,厨房,灯,0,可以关闭厨房的灯,3.0,1.0
,厨房,灯,0,关闭厨房的灯，行吗,3.0,1.0
,厨房,空调,1,可以厨房的空调打开,3.0,3.0
,厨房,空调,1,可以厨房的空调打开一下,3.0,3.0
,厨房,空调,1,能否厨房的空调打开吗,3.0,3.0
,厨房,空调,1,能否厨房的空调打开行吗,3.0,3.0
,厨房,空调,1,帮我厨房的空调打开一下,3.0,3.0
,厨房,空调,1,厨房的空调打开，吗,3.0,3.0
,厨房,空调,1,能否厨房的空调打开一下,3.0,3.0
,厨房,空调,1,帮我厨房的空调打开,3.0,3.0
,厨房,空调,1,麻烦厨房的空调打开好吗,3.0,3.0
,厨房,空调,1,请，厨房的空调打开,3.0,3.0
,厨房,空调,1,厨房的空调打开一下,3.0,3.0
,厨房,空调,1,帮我厨房的空调打开吗,3.0,3.0
,厨房,空调,1,厨房的空调打开,3.0,3.0
,厨房,空调,1,能否厨房的空调打开好吗,3.0,3.0
,厨房,空调,1,麻烦厨房的空调打开吗,3.0,3.0
,厨房,空调,1,厨房的空调打开好吗,3.0,3.0
,厨房,空调,1,请厨房的空调打开行吗,3.0,3.0
,厨房,空调,1,麻烦厨房的空调打开,3.0,3.0
,厨房,空调,1,厨房的空调打开行吗,3.0,3.0
,厨房,空调,1,麻烦，厨房的空调打开,3.0,3.0
,厨房,空调,1,厨房的空调打开，好吗,3.0,3.0
,厨房,空调,1,厨房的空调打开，行吗,3.0,3.0
,厨房,空调,1,请厨房的空调打开一下,3.0,3.0
,厨房,空调,1,能否，厨房的空调打开,3.0,3.0
,厨房,空调,1,帮我厨房的空调打开行吗,3.0,3.0
,厨房,空调,1,厨房的空调打开吗,3.0,3.0
,厨房,空调,1,请厨房的空调打开吗,3.0,3.0
,厨房,空调,1,能否厨房的空调打开,3.0,3.0
,厨房,空调,1,请厨房的空调打开,3.0,3.0
,厨房,空调,1,帮我，厨房的空调打开,3.0,3.0
,厨房,空调,1,麻烦厨房的空调打开一下,3.0,3.0
,厨房,空调,1,可以厨房的空调打开吗,3.0,3.0
,厨房,空调,1,可以厨房的空调打开行吗,3.0,3.0
,厨房,空调,1,可以厨房的空调打开好吗,3.0,3.0
,厨房,空调,1,麻烦厨房的空调打开行吗,3.0,3.0
,厨房,空调,1,可以，厨房的空调打开,3.0,3.0
,厨房,空调,1,厨房的空调打开，一下,3.0,3.0
,厨房,空调,1,帮我厨房的空调打开好吗,3.0,3.0
,厨房,空调,1,请厨房的空调打开好吗,3.0,3.0
,厨房,空调,1,麻烦打开厨房的空调,3.0,3.0
,厨房,空调,1,能否打开厨房的空调行吗,3.0,3.0
,厨房,空调,1,帮我打开厨房的空调一下,3.0,3.0
,厨房,空调,1,打开厨房的空调，吗,3.0,3.0
,厨房,空调,1,请打开厨房的空调一下,3.0,3.0
,厨房,空调,1,能否打开厨房的空调一下,3.0,3.0
,厨房,空调,1,打开厨房的空调，好吗,3.0,3.0
,厨房,空调,1,能否打开厨房的空调,3.0,3.0
,厨房,空调,1,请打开厨房的空调吗,3.0,3.0
,厨房,空调,1,麻烦打开厨房的空调吗,3.0,3.0
,厨房,空调,1,麻烦，打开厨房的空调,3.0,3.0
,厨房,空调,1,能否打开厨房的空调好吗,3.0,3.0
,厨房,空调,1,帮我打开厨房的空调,3.0,3.0
,厨房,空调,1,能否，打开厨房的空调,3.0,3.0
,厨房,空调,1,可以打开厨房的空调,3.0,3.0
,厨房,空调,1,帮我，打开厨房的空调,3.0,3.0
,厨房,空调,1,麻烦打开厨房的空调行吗,3.0,3.0
,厨房,空调,1,打开厨房的空调行吗,3.0,3.0
,厨房,空调,1,帮我打开厨房的空调行吗,3.0,3.0
,厨房,空调,1,打开厨房的空调,3.0,3.0
,厨房,空调,1,打开厨房的空调好吗,3.0,3.0
,厨房,空调,1,麻烦打开厨房的空调好吗,3.0,3.0
,厨房,空调,1,可以打开厨房的空调行吗,3.0,3.0
,厨房,空调,1,请打开厨房的空调,3.0,3.0
,厨房,空调,1,可以打开厨房的空调吗,3.0,3.0
,厨房,空调,1,可以打开厨房的空调一下,3.0,3.0
,厨房,空调,1,可以打开厨房的空调好吗,3.0,3.0
,厨房,空调,1,麻烦打开厨房的空调一下,3.0,3.0
,厨房,空调,1,可以，打开厨房的空调,3.0,3.0
,厨房,空调,1,帮我打开厨房的空调吗,3.0,3.0
,厨房,空调,1,请，打开厨房的空调,3.0,3.0
,厨房,空调,1,打开厨房的空调一下,3.0,3.0
,厨房,空调,1,打开厨房的空调，一下,3.0,3.0
,厨房,空调,1,能否打开厨房的空调吗,3.0,3.0
,厨房,空调,1,打开厨房的空调，行吗,3.0,3.0
,厨房,空调,1,帮我打开厨房的空调好吗,3.0,3.0
,厨房,空调,1,请打开厨房的空调好吗,3.0,3.0
,厨房,空调,1,打开厨房的空调吗,3.0,3.0
,厨房,空调,1,请打开厨房的空调行吗,3.0,3.0
,厨房,空调,0,请厨房的空调关闭,3.0,3.0
,厨房,空调,0,麻烦厨房的空调关闭一下,3.0,3.0
,厨房,空调,0,能否厨房的空调关闭,3.0,3.0
,厨房,空调,0,帮我厨房的空调关闭一下,3.0,3.0
,厨房,空调,0,能否厨房的空调关闭吗,3.0,3.0
,厨房,空调,0,帮我，厨房的空调关闭,3.0,3.0
,厨房,空调,0,厨房的空调关闭一下,3.0,3.0
,厨房,空调,0,厨房的空调关闭，一下,3.0,3.0
,厨房,空调,0,可以厨房的空调关闭吗,3.0,3.0
,厨房,空调,0,能否厨房的空调关闭行吗,3.0,3.0
,厨房,空调,0,可以厨房的空调关闭一下,3.0,3.0
,厨房,空调,0,麻烦厨房的空调关闭行吗,3.0,3.0
,厨房,空调,0,能否厨房的空调关闭一下,3.0,3.0
,厨房,空调,0,厨房的空调关闭好吗,3.0,3.0
,厨房,空调,0,麻烦厨房的空调关闭吗,3.0,3.0
,厨房,空调,0,可以，厨房的空调关闭,3.0,3.0
,厨房,空调,0,厨房的空调关闭，好吗,3.0,3.0
,厨房,空调,0,厨房的空调关闭，行吗,3.0,3.0
,厨房,空调,0,请厨房的空调关闭吗,3.0,3.0
,厨房,空调,0,厨房的空调关闭吗,3.0,3.0
,厨房,空调,0,可以厨房的空调关闭,3.0,3.0
,厨房,空调,0,帮我厨房的空调关闭吗,3.0,3.0
,厨房,空调,0,请厨房的空调关闭一下,3.0,3.0
,厨房,空调,0,可以厨房的空调关闭好吗,3.0,3.0
,厨房,空调,0,麻烦，厨房的空调关闭,3.0,3.0
,厨房,空调,0,厨房的空调关闭，吗,3.0,3.0
,厨房,空调,0,请厨房的空调关闭好吗,3.0,3.0
,厨房,空调,0,请，厨房的空调关闭,3.0,3.0
,厨房,空调,0,厨房的空调关闭,3.0,3.0
,厨房,空调,0,帮我厨房的空调关闭,3.0,3.0
,厨房,空调,0,可以厨房的空调关闭行吗,3.0,3.0
,厨房,空调,0,能否，厨房的空调关闭,3.0,3.0
,厨房,空调,0,厨房的空调关闭行吗,3.0,3.0
,厨房,空调,0,帮我厨房的空调关闭行吗,3.0,3.0
,厨房,空调,0,麻烦厨房的空调关闭好吗,3.0,3.0
,厨房,空调,0,帮我厨房的空调关闭好吗,3.0,3.0
,厨房,空调,0,麻烦厨房的空调关闭,3.0,3.0
,厨房,空调,0,能否厨房的空调关闭好吗,3.0,3.0
,厨房,空调,0,请厨房的空调关闭行吗,3.0,3.0
,厨房,空调,0,可以关闭厨房的空调好吗,3.0,3.0
,厨房,空调,0,关闭厨房的空调，行吗,3.0,3.0
,厨房,空调,0,帮我，关闭厨房的空调,3.0,3.0
,厨房,空调,0,请关闭厨房的空调行吗,3.0,3.0
,厨房,空调,0,请关闭厨房的空调一下,3.0,3.0
,厨房,空调,0,能否关闭厨房的空调好吗,3.0,3.0
,厨房,空调,0,关闭厨房的空调吗,3.0,3.0
,厨房,空调,0,麻烦关闭厨房的空调吗,3.0,3.0
,厨房,空调,0,帮我关闭厨房的空调一下,3.0,3.0
,厨房,空调,0,关闭厨房的空调行吗,3.0,3.0
,厨房,空调,0,帮我关闭厨房的空调好吗,3.0,3.0
,厨房,空调,0,麻烦关闭厨房的空调,3.0,3.0
,厨房,空调,0,关闭厨房的空调好吗,3.0,3.0
,厨房,空调,0,关闭厨房的空调，一下,3.0,3.0
,厨房,空调,0,能否关闭厨房的空调吗,3.0,3.0
,厨房,空调,0,可以关闭厨房的空调,3.0,3.0
,厨房,空调,0,请，关闭厨房的空调,3.0,3.0
,厨房,空调,0,关闭厨房的空调一下,3.0,3.0
,厨房,空调,0,关闭厨房的空调，好吗,3.0,3.0
,厨房,空调,0,麻烦关闭厨房的空调行吗,3.0,3.0
,厨房,空调,0,关闭厨房的空调,3.0,3.0
,厨房,空调,0,能否关闭厨房的空调行吗,3.0,3.0
,厨房,空调,0,可以，关闭厨房的空调,3.0,3.0
,厨房,空调,0,帮我关闭厨房的空调,3.0,3.0
,厨房,空调,0,帮我关闭厨房的空调行吗,3.0,3.0
,厨房,空调,0,帮我关闭厨房的空调吗,3.0,3.0
,厨房,空调,0,麻烦关闭厨房的空调一下,3.0,3.0
,厨房,空调,0,关闭厨房的空调，吗,3.0,3.0
,厨房,空调,0,麻烦关闭厨房的空调好吗,3.0,3.0
,厨房,空调,0,请关闭厨房的空调,3.0,3.0
,厨房,空调,0,可以关闭厨房的空调一下,3.0,3.0
,厨房,空调,0,可以关闭厨房的空调行吗,3.0,3.0
,厨房,空调,0,能否关闭厨房的空调,3.0,3.0
,厨房,空调,0,能否关闭厨房的空调一下,3.0,3.0
,厨房,空调,0,能否，关闭厨房的空调,3.0,3.0
,厨房,空调,0,可以关闭厨房的空调吗,3.0,3.0
,厨房,空调,0,请关闭厨房的空调好吗,3.0,3.0
,厨房,空调,0,麻烦，关闭厨房的空调,3.0,3.0
,厨房,空调,0,请关闭厨房的空调吗,3.0,3.0
,厨房,电视,1,厨房的电视打开一下,3.0,2.0
,厨房,电视,1,帮我厨房的电视打开好吗,3.0,2.0
,厨房,电视,1,麻烦厨房的电视打开一下,3.0,2.0
,厨房,电视,1,可以厨房的电视打开好吗,3.0,2.0
,厨房,电视,1,厨房的电视打开行吗,3.0,2.0
,厨房,电视,1,能否厨房的电视打开吗,3.0,2.0
,厨房,电视,1,请，厨房的电视打开,3.0,2.0
,厨房,电视,1,厨房的电视打开好吗,3.0,2.0
,厨房,电视,1,帮我厨房的电视打开一下,3.0,2.0
,厨房,电视,1,可以，厨房的电视打开,3.0,2.0
,厨房,电视,1,可以厨房的电视打开一下,3.0,2.0
,厨房,电视,1,麻烦厨房的电视打开行吗,3.0,2.0
,厨房,电视,1,麻烦，厨房的电视打开,3.0,2.0
,厨房,电视,1,厨房的电视打开吗,3.0,2.0
,厨房,电视,1,能否厨房的电视打开好吗,3.0,2.0
,厨房,电视,1,请厨房的电视打开吗,3.0,2.0
,厨房,电视,1,厨房的电视打开，行吗,3.0,2.0
,厨房,电视,1,帮我厨房的电视打开,3.0,2.0
,厨房,电视,1,厨房的电视打开,3.0,2.0
,厨房,电视,1,帮我厨房的电视打开吗,3.0,2.0
,厨房,电视,1,可以厨房的电视打开,3.0,2.0
,厨房,电视,1,麻烦厨房的电视打开吗,3.0,2.0
,厨房,电视,1,厨房的电视打开，好吗,3.0,2.0
,厨房,电视,1,请厨房的电视打开,3.0,2.0
,厨房,电视,1,厨房的电视打开，一下,3.0,2.0
,厨房,电视,1,能否厨房的电视打开一下,3.0,2.0
,厨房,电视,1,请厨房的电视打开行吗,3.0,2.0
,厨房,电视,1,请厨房的电视打开好吗,3.0,2.0
,厨房,电视,1,厨房的电视打开，吗,3.0,2.0
,厨房,电视,1,能否，厨房的电视打开,3.0,2.0
,厨房,电视,1,麻烦厨房的电视打开好吗,3.0,2.0
,厨房,电视,1,请厨房的电视打开一下,3.0,2.0
,厨房,电视,1,能否厨房的电视打开,3.0,2.0
,厨房,电视,1,可以厨房的电视打开吗,3.0,2.0
,厨房,电视,1,可以厨房的电视打开行吗,3.0,2.0
,厨房,电视,1,麻烦厨房的电视打开,3.0,2.0
,厨房,电视,1,帮我，厨房的电视打开,3.0,2.0
,厨房,电视,1,能否厨房的电视打开行吗,3.0,2.0
,厨房,电视,1,帮我厨房的电视打开行吗,3.0,2.0
,厨房,电视,1,请打开厨房的电视行吗,3.0,2.0
,厨房,电视,1,打开厨房的电视，好吗,3.0,2.0
,厨房,电视,1,能否打开厨房的电视一下,3.0,2.0
,厨房,电视,1,打开厨房的电视一下,3.0,2.0
,厨房,电视,1,帮我打开厨房的电视,3.0,2.0
,厨房,电视,1,可以打开厨房的电视,3.0,2.0
,厨房,电视,1,帮我，打开厨房的电视,3.0,2.0
,厨房,电视,1,可以打开厨房的电视一下,3.0,2.0
,厨房,电视,1,打开厨房的电视行吗,3.0,2.0
,厨房,电视,1,可以，打开厨房的电视,3.0,2.0
,厨房,电视,1,麻烦，打开厨房的电视,3.0,2.0
,厨房,电视,1,请打开厨房的电视一下,3.0,2.0
,厨房,电视,1,能否打开厨房的电视行吗,3.0,2.0
,厨房,电视,1,能否，打开厨房的电视,3.0,2.0
,厨房,电视,1,打开厨房的电视，吗,3.0,2.0
,厨房,电视,1,帮我打开厨房的电视吗,3.0,2.0
,厨房,电视,1,能否打开厨房的电视好吗,3.0,2.0
,厨房,电视,1,打开厨房的电视好吗,3.0,2.0
,厨房,电视,1,打开厨房的电视,3.0,2.0
,厨房,电视,1,麻烦打开厨房的电视行吗,3.0,2.0
,厨房,电视,1,帮我打开厨房的电视好吗,3.0,2.0
,厨房,电视,1,帮我打开厨房的电视一下,3.0,2.0
,厨房,电视,1,请，打开厨房的电视,3.0,2.0
,厨房,电视,1,麻烦打开厨房的电视好吗,3.0,2.0
,厨房,电视,1,帮我打开厨房的电视行吗,3.0,2.0
,厨房,电视,1,请打开厨房的电视,3.0,2.0
,厨房,电视,1,可以打开厨房的电视好吗,3.0,2.0
,厨房,电视,1,麻烦打开厨房的电视一下,3.0,2.0
,厨房,电视,1,麻烦打开厨房的电视吗,3.0,2.0
,厨房,电视,1,打开厨房的电视，行吗,3.0,2.0
,厨房,电视,1,可以打开厨房的电视行吗,3.0,2.0
,厨房,电视,1,可以打开厨房的电视吗,3.0,2.0
,厨房,电视,1,能否打开厨房的电视吗,3.0,2.0
,厨房,电视,1,打开厨房的电视，一下,3.0,2.0
,厨房,电视,1,请打开厨房的电视吗,3.0,2.0
,厨房,电视,1,能否打开厨房的电视,3.0,2.0
,厨房,电视,1,请打开厨房的电视好吗,3.0,2.0
,厨房,电视,1,打开厨房的电视吗,3.0,2.0
,厨房,电视,1,麻烦打开厨房的电视,3.0,2.0
,厨房,电视,0,帮我厨房的电视关闭一下,3.0,2.0
,厨房,电视,0,请厨房的电视关闭,3.0,2.0
,厨房,电视,0,请厨房的电视关闭一下,3.0,2.0
,厨房,电视,0,帮我，厨房的电视关闭,3.0,2.0
,厨房,电视,0,可以厨房的电视关闭,3.0,2.0
,厨房,电视,0,厨房的电视关闭，行吗,3.0,2.0
,厨房,电视,0,可以，厨房的电视关闭,3.0,2.0
,厨房,电视,0,请厨房的电视关闭好吗,3.0,2.0
,厨房,电视,0,厨房的电视关闭，吗,3.0,2.0
,厨房,电视,0,能否厨房的电视关闭行吗,3.0,2.0
,厨房,电视,0,厨房的电视关闭一下,3.0,2.0
,厨房,电视,0,厨房的电视关闭行吗,3.0,2.0
,厨房,电视,0,厨房的电视关闭好吗,3.0,2.0
,厨房,电视,0,帮我厨房的电视关闭行吗,3.0,2.0
,厨房,电视,0,麻烦，厨房的电视关闭,3.0,2.0
,厨房,电视,0,可以厨房的电视关闭一下,3.0,2.0
,厨房,电视,0,麻烦厨房的电视关闭,3.0,2.0
,厨房,电视,0,能否厨房的电视关闭,3.0,2.0
,厨房,电视,0,能否厨房的电视关闭好吗,3.0,2.0
,厨房,电视,0,可以厨房的电视关闭吗,3.0,2.0
,厨房,电视,0,可以厨房的电视关闭好吗,3.0,2.0
,厨房,电视,0,厨房的电视关闭,3.0,2.0
,厨房,电视,0,麻烦厨房的电视关闭吗,3.0,2.0
,厨房,电视,0,请厨房的电视关闭行吗,3.0,2.0
,厨房,电视,0,厨房的电视关闭吗,3.0,2.0
,厨房,电视,0,请厨房的电视关闭吗,3.0,2.0
,厨房,电视,0,帮我厨房的电视关闭吗,3.0,2.0
,厨房,电视,0,能否厨房的电视关闭一下,3.0,2.0
,厨房,电视,0,麻烦厨房的电视关闭一下,3.0,2.0
,厨房,电视,0,厨房的电视关闭，一下,3.0,2.0
,厨房,电视,0,麻烦厨房的电视关闭好吗,3.0,2.0
,厨房,电视,0,能否厨房的电视关闭吗,3.0,2.0
,厨房,电视,0,厨房的电视关闭，好吗,3.0,2.0
,厨房,电视,0,麻烦厨房的电视关闭行吗,3.0,2.0
,厨房,电视,0,请，厨房的电视关闭,3.0,2.0
,厨房,电视,0,可以厨房的电视关闭行吗,3.0,2.0
,厨房,电视,0,帮我厨房的电视关闭好吗,3.0,2.0
,厨房,电视,0,帮我厨房的电视关闭,3.0,2.0
,厨房,电视,0,能否，厨房的电视关闭,3.0,2.0
,厨房,电视,0,请关闭厨房的电视行吗,3.0,2.0
,厨房,电视,0,请关闭厨房的电视一下,3.0,2.0
,厨房,电视,0,麻烦关闭厨房的电视,3.0,2.0
,厨房,电视,0,可以关闭厨房的电视行吗,3.0,2.0
,厨房,电视,0,帮我关闭厨房的电视一下,3.0,2.0
,厨房,电视,0,可以关闭厨房的电视,3.0,2.0
,厨房,电视,0,关闭厨房的电视好吗,3.0,2.0
,厨房,电视,0,请关闭厨房的电视好吗,3.0,2.0
,厨房,电视,0,关闭厨房的电视，一下,3.0,2.0
,厨房,电视,0,请关闭厨房的电视吗,3.0,2.0
,厨房,电视,0,关闭厨房的电视一下,3.0,2.0
,厨房,电视,0,能否关闭厨房的电视一下,3.0,2.0
,厨房,电视,0,麻烦关闭厨房的电视吗,3.0,2.0
,厨房,电视,0,关闭厨房的电视吗,3.0,2.0
,厨房,电视,0,帮我关闭厨房的电视行吗,3.0,2.0
,厨房,电视,0,可以关闭厨房的电视吗,3.0,2.0
